10,Mon Feb 04 10:00:59 GMT+05:30 2008,1202099459000,2.0306251348484525,0.6959727285130148,2172.229154701535,4386.2542873855855,0.005322599829026025,19.53523117247435,E
10007,Mon Feb 04 10:00:49 GMT+05:30 2008,1202099449000,2.027063790509758,0.6947731637181191,2158.7541274371897,4398.362754224822,0.009179020977450367,80.04553197476332,N
10009,Mon Feb 04 10:00:18 GMT+05:30 2008,1202099418000,2.0301854864098754,0.6970372048238062,2168.3692738411164,4383.304883950971,0.008434326417820347,109.22720855383032,N
10011,Mon Feb 04 10:02:10 GMT+05:30 2008,1202099530000,2.028737561262421,0.6989537508754211,2158.5471554933415,4379.3933834632635,5.9686093956995715E-6,0.0,E
10012,Mon Feb 04 10:00:29 GMT+05:30 2008,1202099429000,2.032652334774644,0.6960711650828273,2180.937121404177,4381.481365938398,1.841064582911721E-4,325.22836365442,E
10014,Mon Feb 04 10:08:05 GMT+05:30 2008,1202099885000,2.0328373396753556,0.696717635037766,2180.5686728263154,4378.7102918761275,5.814845031377741E-5,71.94581318293345,N
10016,Mon Feb 04 10:00:30 GMT+05:30 2008,1202099430000,2.029408814892738,0.6964965018215383,2165.9439865578797,4386.97209828926,0.0056715408134685764,249.20996787370714,S
10017,Mon Feb 04 10:00:39 GMT+05:30 2008,1202099439000,2.030547642229664,0.694503510348686,2174.5527315255276,4391.8018736952645,0.011235978238735466,177.99631463675843,W
10020,Mon Feb 04 10:00:04 GMT+05:30 2008,1202099404000,2.027442526957441,0.6967918115309757,2156.7808634789876,4390.137781740078,0.010002967379732896,101.24065768809017,N
10022,Mon Feb 04 10:31:14 GMT+05:30 2008,1202101274000,2.032507996045504,0.6961966542560457,2180.0760415841023,4381.336612917032,4.393903969022223E-5,155.2799708793338,W
10023,Mon Feb 04 10:00:12 GMT+05:30 2008,1202099412000,2.028591826269879,0.6963085298610985,2162.6990514017257,4389.430036151489,0.008888972497534732,70.37197982660498,N
10027,Mon Feb 04 10:34:18 GMT+05:30 2008,1202101458000,2.03319600483664,0.6944689528294965,2186.2391018291423,4386.153720253901,0.0011865817050512094,328.80948787962353,E
10029,Mon Feb 04 10:38:33 GMT+05:30 2008,1202101713000,2.0340346355422234,0.6939052114811024,2190.9445733202883,4386.376591161622,6.178906736082752E-6,303.0400948429383,S
10031,Mon Feb 04 10:23:40 GMT+05:30 2008,1202100820000,2.0318206853860685,0.6973578218073976,2174.9498522631116,4378.577418411411,2.603861048100525E-5,253.83302899311593,S
1004,Mon Feb 04 10:05:00 GMT+05:30 2008,1202099700000,2.0301840901464736,0.6978774063257163,2166.8370595611573,4380.2229393679745,1.6464519860378185E-4,354.66178354662503,E
10040,Mon Feb 04 10:01:31 GMT+05:30 2008,1202099491000,2.030983625476812,0.6959100711928682,2173.915230878782,4385.704833612257,1.5654711660967143E-4,38.83081827583229,E
10042,Mon Feb 04 10:04:21 GMT+05:30 2008,1202099661000,2.030352339886366,0.6969324850686864,2169.290777688716,4383.327274237342,1.7121794046869538E-5,136.21334030822638,W
10044,Mon Feb 04 10:07:36 GMT+05:30 2008,1202099856000,2.0312344292903237,0.6956734045462978,2175.445037417261,4386.026260108606,3.351190418150951E-5,59.368192761960735,N
